faa,name,lat,lon
NPZ,Porter County Municipal Airport,41.4539722,-87.0070833
NQA,Millington Rgnl Jetport,35.356667,-89.870278
NQI,Kingsville Nas,27.507223,-97.809723
NQX,Key West Nas,24.575834,-81.688889
NSE,Whiting Fld Nas North,30.724167,-87.021944
NTD,Point Mugu Nas,34.120285,-119.12094
NTU,Oceana Nas,36.820703,-76.033542
NUI,Nuiqsut Airport,70.21,-151.005556
NUL,Nulato Airport,64.729444,-158.074167
NUP,Nunapitchuk Airport,60.905833,-162.439167
NUQ,Moffett Federal Afld,37.416142,-122.049139
NUW,Whidbey Island Nas,48.351803,-122.655906
NXP,Twentynine Palms Eaf,34.296161,-116.162203
NXX,Willow Grove Nas Jrb,40.199833,-75.148167
NY9,Long Lake,43.9750617,-74.42044
NYC,All Airports,40.714167,-74.005833
NYG,Quantico Mcaf,38.501683,-77.305333
NZC,Cecil Field,30.2187,-81.8767
NZJ,El Toro,33.676132,-117.731164
NZY,North Island Nas,32.699219,-117.21531
O03,Morgantown Airport,40.1570414,-75.8704892
O27,Oakdale Airport,37.7563333,-120.8001944
OAJ,Albert J Ellis,34.829164,-77.612139
OAK,Metropolitan Oakland Intl,37.721278,-122.220722
OAR,Marina Muni,36.681878,-121.762347
OBE,County,27.265833,-80.851111
OBU,Kobuk Airport,66.912222,-156.897222
OCA,Key Largo,25.325393,-80.274775
OCF,International Airport,29.1725,-82.224167
OEB,Branch County Memorial Airport,41.9335691,-85.0522935
OFF,Offutt Afb,41.118332,-95.912511
OGG,Kahului,20.89865,-156.430458
OGS,Ogdensburg Intl,44.681854,-75.4655
OJC,Johnson County Airport,38.5051,-94.4415
OKC,Will Rogers World,35.393089,-97.600733
OLF,LM Clayton Airport,48.094444,-105.575
OLH,Old Harbor Airport,57.218056,-153.269722
OLM,Olympia Regional Airpor,46.9694044,-122.90254470000001
OLS,Nogales Intl,31.417722,-110.84789
OLT,San Diego Old Town Transit Center,32.7552,-117.1995
OLV,Olive Branch Muni,34.876944,-89.783333
OMA,Eppley Afld,41.303167,-95.894069
OME,Nome,64.512203,-165.445247
OMN,Ormond Beach municipal Airport,29.1804,-81.06497
ONH,Oneonta Municipal Airport,42.524722,-75.064444
ONP,Newport Municipal Airport,44.580361,-124.057917
ONT,Ontario Intl,34.056,-117.601194
OOK,Toksook Bay Airport,60.541389,-165.087222
OPF,Opa Locka,25.907,-80.278389
OQN,Brandywine Airport,39.5924,-75.3455
OQU,Quonset State Airport,41.5971389,-71.4121389
ORD,Chicago Ohare Intl,41.978603,-87.904842
ORF,Norfolk Intl,36.894611,-76.201222
ORH,Worcester Regional Airport,42.2673,-71.8757
ORI,Port Lions Airport,57.885278,-152.846111
ORL,Executive,28.545464,-81.332936
ORT,Northway,62.961334,-141.929136
ORV,Robert Curtis Memorial Airport,66.8175,-161.022222
OSC,Oscoda Wurtsmith,44.451558,-83.394053
OSH,Wittman Regional Airport,44.024983,-88.551336
OSU,Ohio State University Airport,40.0798,-83.073
OTH,Southwest Oregon Regional Airport,43.4171,-124.246
OTS,Anacortes Airport,48.498889,-122.6625
OTZ,Ralph Wien Mem,66.884678,-162.59855
OWB,Owensboro Daviess County Airport,37.7401,-87.1668
OWD,Norwood Memorial Airport,42.1905278,-71.1729444
OXC,Waterbury-Oxford Airport,41.4785556,-73.13525
OXD,Miami University Airport,39.5022607,-84.7843814
OXR,Oxnard - Ventura County,34.200833,-119.207222
OZA,Ozona Muni,30.735281,-101.202972
P08,Coolidge Municipal Airport,32.9359016418457,-111.427001953125
P52,Cottonwood Airport,34.7299995422363,-112.035003662109
PAE,Snohomish Co,47.906342,-122.281564
PAH,Barkley Regional Airport,37.0602875,-88.7729583
PAM,Tyndall Afb,30.069567,-85.575417
PAO,Palo Alto Airport of Santa Clara County,37.4611111,-122.1150556
PAQ,Palmer Muni,61.594914,-149.088711
PBF,Grider Fld,34.173142,-91.935597
PBG,Plattsburgh Intl,44.650944,-73.468139
PBI,Palm Beach Intl,26.683161,-80.095589
PBV,St George,56.578344,-169.661611
PBX,Pike County Airport - Hatcher Field,37.5617639,-82.5663889
PCW,Erie-Ottawa Regional Airport,41.5162703,-82.8694868
PCZ,Waupaca Municipal Airport,44.33325,-89.0197778
PDB,Pedro Bay Airport,59.782222,-154.1325
PDK,Dekalb-Peachtree Airport,33.8756111,-84.3019722
PDT,Eastern Oregon Regional Airport,45.695,-118.841389
PDX,Portland Intl,45.588722,-122.5975
PEC,Pelican Seaplane Base,57.955278,-136.236389
PEQ,Pecos Municipal Airport,31.3823889,-103.5107222
PFN,Panama City Bay Co Intl,30.212083,-85.682806
PGA,Page Municipal Airport,36.9261,-111.4483
PGD,Charlotte County-Punta Gorda Airport,26.919722,-81.990556
PGV,Pitt-Greenville Airport,35.635278,-77.385278
PHD,Harry Clever Field Airport,40.4701667,-81.4199444
PHF,Newport News Williamsburg Intl,37.131894,-76.492989
PHK,Pahokee Airport,26.789,-80.692
PHL,Philadelphia Intl,39.871944,-75.241139
PHN,St Clair Co Intl,42.910957,-82.528862
PHO,Point Hope Airport,68.3488,-166.799
PHX,Phoenix Sky Harbor Intl,33.434278,-112.011583
PIA,Peoria Regional,40.664203,-89.693258
PIB,Hattiesburg Laurel Regional Airport,31.4671,-89.3371
PIE,St Petersburg Clearwater Intl,27.910167,-82.687389
PIH,Pocatello Regional Airport,42.9098,-112.596
PIM,Harris County Airport,32.8406944,-84.8824444
PIP,Pilot Point Airport,57.585393,-157.571944
PIR,Pierre Regional Airport,44.3827,-100.286
PIT,Pittsburgh Intl,40.491467,-80.232872
PIZ,Point Lay Lrrs,69.732875,-163.005342
PKB,Mid-Ohio Valley Regional Airport,39.3451039,-81.4392031
PLN,Pellston Regional Airport of Emmet County Airport,45.5709,-84.7967
PMB,Pembina Muni,48.942501,-97.240833
PMD,Palmdale Rgnl Usaf Plt 42,34.629391,-118.08456
PML,Port Moller Airport,56.006111,-160.560833
PMP,Pompano Beach Airpark,26.2471389,-80.1110556
PNC,Ponca City Rgnl,36.731958,-97.099781
PNE,Northeast Philadelphia,40.081944,-75.010586
PNM,Princeton Muni,45.559868,-93.608217
PNS,Pensacola Rgnl,30.473425,-87.186611
POB,Pope Field,35.170883,-79.014472
POC,Brackett Field,34.0916667,-117.7817778
POE,Polk Aaf,31.044833,-93.191667
POF,Poplar Bluff Municipal Airport,36.77394444,-90.3248611
PPC,Prospect Creek Airport,66.814167,-150.643611
PPV,Port Protection Seaplane Base,56.328889,-133.61
PQI,Northern Maine Rgnl At Presque Isle,46.688958,-68.044797
PQS,Pilot Station Airport,61.934444,-162.899444
PRC,Ernest A Love Fld,34.654472,-112.419583
PRL,Port Oceanic Airport,60.2083333,-147.8194444
PSC,Tri Cities Airport,46.2647,-119.119
PSG,Petersburg James A. Johnson,56.801667,-132.945278
PSM,Pease International Tradeport,43.0779,-70.8233
PSP,Palm Springs Intl,33.829667,-116.506694
PSX,Palacios Muni,28.727508,-96.250958
PTA,Port Alsworth Airport,60.208281,-154.306586
PTB,Dinwiddie County Airport,37.18375,-77.507388
PTH,Port Heiden Airport,56.9591,-158.633
PTK,Oakland Co. Intl,42.667,-83.35
PTU,Platinum,59.011356,-161.819664
PUB,Pueblo Memorial,38.289085,-104.496572
PUC,Carbon County Regional-Buck Davis Field,39.609722,-110.75278
PUW,Pullman-Moscow Rgnl,46.743861,-117.109583
PVC,Provincetown Muni,42.071945,-70.22139
PVD,Theodore Francis Green State,41.732581,-71.420383
PVU,Provo Municipal Airport,40.21805555,-111.72222222
PWK,Chicago Executive,42.1142897,-87.9015376
PWM,Portland Intl Jetport,43.646161,-70.309281
PWT,Bremerton National,47.490244,-122.764814
PYM,Plymouth Municipal Airport,41.9090278,-70.7287778
PYP,Centre-Piedmont-Cherokee County Regional Airport,34.0899167,-85.6100833
R49,Ferry County Airport,48.7182058,-118.6564714
RAC,John H. Batten Airport,42.7605,-87.8152
RAL,Riverside Muni,33.951875,-117.445103
RAP,Rapid City Regional Airport,44.045278,-103.057222
RBD,Dallas Executive Airport,32.680833,-96.868333
RBK,French Valley Airport,33.5741791,-117.1284732
RBM,Robinson Aaf,34.850089,-92.300153
RBN,Fort Jefferson,24.61667,-82.86667
RBY,Ruby Airport,64.7272,-155.47
RCA,Ellsworth Afb,44.145042,-103.103567
RCE,Roche Harbor Seaplane Base,48.608056,-123.159722
RCZ,Richmond County Airport,34.8913056,-79.7596111
RDD,Redding Muni,40.509,-122.293389
RDG,Reading Regional Carl A Spaatz Field,40.3785,-75.9652
RDM,Roberts Fld,44.254066,-121.149964
RDR,Grand Forks Afb,47.961098,-97.401194
RDU,Raleigh Durham Intl,35.877639,-78.787472
RDV,Red Devil Airport,61.788056,-157.350278
REI,Redlands Municipal Airport,34.08525,-117.146388
RFD,Chicago Rockford International Airport,42.1953611,-89.0972222
RHI,Rhinelander Oneida County Airport,45.6312,-89.4675
RIC,Richmond Intl,37.505167,-77.319667
RID,Richmond Municipal Airport,39.7561006,-84.8427175
RIF,Richfield Minicipal Airport,38.7364361,-112.0989444
RIL,Garfield County Regional Airport,39.5263056,-107.7269444
RIR,Flabob Airport,33.988778,-117.409971
RIU,Rancho Murieta,38.486778,-121.102778
RIV,March Arb,33.880711,-117.259453
RIW,Riverton Regional,43.064167,-108.459722
RKD,Knox County Regional Airport,44.0601111,-69.0992303
RKH,Rock Hill York Co Bryant Airport,34.9878,-81.0572
RKP,Aransas County Airport,28.0862222,-97.0436944
RKS,Rock Springs Sweetwater County Airport,41.5942,-109.065
RME,Griffiss Afld,43.2338,-75.407033
RMG,Richard B Russell Airport,34.3507778,-85.1586667
RMP,Rampart Airport,65.507778,-150.140833
RMY,Brooks Field Airport,42.2511932,-84.9554443
RND,Randolph Afb,29.529675,-98.2789
RNM,Ramona Airport,33.0391667,-116.91525
RNO,Reno Tahoe Intl,39.499108,-119.768108
RNT,Renton,47.4931389,-122.21575
ROA,Roanoke Regional,37.325472,-79.975417
ROC,Greater Rochester Intl,43.118866,-77.672389
ROW,Roswell Intl Air Center,33.301556,-104.530556
RSH,Russian Mission Airport,61.775,-161.319444
RSJ,Rosario Seaplane Base,48.645556,-122.868056
RST,Rochester,43.908283,-92.500014
RSW,Southwest Florida Intl,26.536167,-81.755167
RUT,Rutland State Airport,43.5294,-72.9496
RVS,Richard Lloyd Jones Jr Airport,36.0396111,-95.9846389
RWI,Rocky Mount Wilson Regional Airport,35.8563,-77.8919
RWL,Rawlins Municipal Airport-Harvey Field,41.8055975,-107.19994
RYY,Cobb County Airport-Mc Collum Field,34.0131569,-84.5970556
S30,Lebanon State,44.3179,-122.5577
S40,Prosser,46.128,-119.4773
S46,Port O\\'Connor Airfield,28.429977,-96.442859
SAA,Shively Field Airport,41.4448594,-106.8235264
SAC,Sacramento Executive,38.512524,-121.49347
SAD,Safford Regional Airport,32.8533333,-109.6350833
SAF,Santa Fe Muni,35.617108,-106.089422
SAN,San Diego Intl,32.733556,-117.189667
SAT,San Antonio Intl,29.533694,-98.469778
SAV,Savannah Hilton Head Intl,32.127583,-81.202139
SBA,Santa Barbara Muni,34.426211,-119.840372
SBD,San Bernardino International Airport,34.0953521,-117.2348722
SBM,Sheboygan County Memorial Airport,43.7696,-87.851402
SBN,South Bend Rgnl,41.708661,-86.31725
SBO,Emanuel Co,32.609139,-82.369944
SBP,San Luis County Regional Airport,35.2368,-120.642
SBS,Steamboat Springs Airport-Bob Adams Field,40.51625,-106.8663056
SBY,Salisbury Ocean City Wicomico Rgnl,38.340525,-75.510289
SCC,Deadhorse,70.19475,-148.465167
SCE,University Park Airport,40.849278,-77.848694
SCH,Stratton ANGB - Schenectady County Airpor,42.85245555,-73.928866666
SCK,Stockton Metropolitan,37.894167,-121.238306
SCM,Scammon Bay Airport,61.845278,-165.571389
SDC,Williamson-Sodus Airport,43.2347904,-77.119444
SDF,Louisville International Airport,38.1740858,-85.7364989
SDM,Brown Field Municipal Airport,32.5722722,-116.9801611
SDP,Sand Point Airport,55.315,-160.523
SDX,Sedona,34.848628,-111.788472
SDY,Sidney-Richland Municipal Airport,47.706944,-104.1925
SEA,Seattle Tacoma Intl,47.449,-122.309306
SEE,Gillespie,32.8262222,-116.9724444
SEF,Regional - Hendricks AAF,27.456389,-81.342222
SEM,Craig Fld,32.343947,-86.987803
SES,Selfield Airport,32.4404,-86.9522
SFB,Orlando Sanford Intl,28.777639,-81.237489
SFF,Felts Fld,47.682819,-117.322558
SFM,Sanford Regional,43.39383,-70.708
SFO,San Francisco Intl,37.618972,-122.374889
SFZ,North Central State,41.920764,-71.491381
SGF,Springfield Branson Natl,37.245667,-93.388639
SGH,Springfield-Beckly Municipal Airport,39.8402778,-83.8401667
SGJ,St. Augustine Airport,29.95925,-81.3397222
SGR,Sugar Land Regional Airport,29.62225,-95.6565278
SGU,St George Muni,37.090583,-113.593056
SGY,Skagway Airport,59.4601,-135.316
SHD,Shenandoah Valley Regional Airport,38.263889,-78.896389
SHG,Shungnak Airport,66.888056,-157.1625
SHH,Shishmaref Airport,66.2496,-166.089
SHR,Sheridan County Airport,44.7692,-106.98
SHV,Shreveport Rgnl,32.446629,-93.8256
SHX,Shageluk Airport,62.692222,-159.569167
SIK,Sikeston Memorial Municipal,36.8988889,-89.56175
SIT,Sitka Rocky Gutierrez,57.047138,-135.361611
SJC,Norman Y Mineta San Jose Intl,37.3626,-121.929022
SJT,San Angelo Rgnl Mathis Fld,31.35775,-100.496306
SKA,Fairchild Afb,47.615058,-117.655772
SKF,Lackland Afb Kelly Fld Annex,29.384228,-98.581108
SKK,Shaktoolik Airport,64.371111,-161.223889
SKY,Griffing Sandusky,41.433361,-82.652333
SLC,Salt Lake City Intl,40.788389,-111.977772
SLE,McNary Field,44.9095,-123.003
SLK,Adirondack Regional Airport,44.3853,-74.2062
SLN,Salina Municipal Airport,38.791,-97.6522
SLQ,Sleetmute Airport,61.700566,-157.165833
SMD,Smith Fld,41.143353,-85.152778
SME,Lake Cumberland Regional Airport,37.053611,-84.615556
SMF,Sacramento Intl,38.695417,-121.590778
SMK,St. Michael Airport,63.49,-162.110278
SMN,Lemhi County Airport,45.123889,-113.881389
SMO,Santa Monica Municipal Airport,34.0158333,-118.4513056
SMX,Santa Maria Pub Cpt G Allan Hancock Airport,34.8989,-120.457
SNA,John Wayne Arpt Orange Co,33.675667,-117.868222
SNP,St Paul Island,57.167333,-170.220444
SNY,Sidney Muni Airport,41.10167,-102.985
SOP,Moore County Airport,35.2376111,-79.3887958
SOW,Show Low Regional Airport,34.265556,-110.005556
SPB,Scappoose Industrial Airpark,45.771028,-122.861833
SPF,Black Hills Airport-Clyde Ice Field,44.4811407,-103.7860053
SPG,Albert Whitted,27.765111,-82.626972
SPI,Abraham Lincoln Capital,39.8441,-89.677889
SPS,Sheppard Afb Wichita Falls Muni,33.988797,-98.491894
SPW,Spencer Muni,43.165527,-95.202805
SPZ,Silver Springs Airport,39.4030278,-119.2511944
SQL,San Carlos Airport,37.511944,-122.249444
SRQ,Sarasota Bradenton Intl,27.395444,-82.554389
SRR,Sierra Blanca Regional Airport,33.46285,-105.534751
SRV,Stony River 2 Airport,61.7875,-156.591111
SSC,Shaw Afb,33.972719,-80.470564
SSI,McKinnon Airport,31.1519722,-81.3910556
STC,Saint Cloud Regional Airport,45.546556,-94.059889
STE,Stevens Point Municipal Airport,44.5451356,-89.5302844
STG,St. George Airport,56.577222,-169.663611
STJ,Rosecrans Mem,39.771944,-94.909706
STK,Sterling Municipal Airport,40.6153136,-103.2648454
STL,Lambert St Louis Intl,38.748697,-90.370028
STS,Charles M Schulz Sonoma Co,38.508978,-122.81288
SUA,Witham Field Airport,27.1816996,-80.221294
SUE,Door County Cherryland Airport,44.8436667,-87.4215556
SUN,Friedman Mem,43.504444,-114.296194
SUS,Spirit Of St Louis,38.662119,-90.652044
SUU,Travis Afb,38.262692,-121.927464
SUX,Sioux Gateway Col Bud Day Fld,42.402603,-96.384367
SVA,Savoonga Airport,63.6864,-170.493
SVC,Grant County Airport,32.6365,-108.156
SVH,Regional Airport,35.7649958,-80.9538958
SVN,Hunter Aaf,32.01,-81.145683
SVW,Sparrevohn Lrrs,61.097369,-155.574228
SWD,Seward Airport,60.1269383,-149.4188122
SWF,Stewart Intl,41.504094,-74.104839
SXP,Sheldon Point Airport,62.520556,-164.847778
SXQ,Soldotna Airport,60.4749583,-151.0382389
SYA,Eareckson As,52.712275,174.11362
SYB,Seal Bay Seaplane Base,58.166667,-152.5
SYR,Syracuse Hancock Intl,43.111187,-76.106311
SZL,Whiteman Afb,38.730306,-93.547864
TAL,Tanana Airport,65.179556,-152.075833
TAN,Taunton Municipal Airport - King Field,41.8744017,-71.0166453
TBN,Waynesville Rgnl Arpt At Forney Fld,37.741631,-92.140736
TCC,Tucumcari Muni,35.182777,-103.603186
TCL,Tuscaloosa Rgnl,33.220627,-87.611403
TCM,Mc Chord Afb,47.137678,-122.476475
TCS,Truth Or Consequences Muni,33.236944,-107.27175
TCT,Takotna Airport,62.971944,-156.082778
TEB,Teterboro,40.850103,-74.060837
TEK,Tatitlek Airport,60.8725,-146.691111
TEX,Telluride,37.953759,-107.90848
TIK,Tinker Afb,35.414739,-97.386633
TIW,Tacoma Narrows Airport,47.267944,-122.57811
TIX,Space Coast Reg'l Airport,28.5148,-80.7992278
TKA,Talkeetna,62.3205,-150.093694
TKE,Tenakee Seaplane Base,57.779722,-135.218333
TKF,Truckee-Tahoe Airport,39.3200422,-120.1395628
TKI,Collin County Regional Airport at Mc Kinney,33.1779444,-96.5905278
TLA,Teller Airport,65.240278,-166.339444
TLH,Tallahassee Rgnl,30.396528,-84.350333
TLJ,Tatalina Lrrs,62.894369,-155.976525
TLT,Tuluksak Airport,61.096944,-160.969444
TMA,Henry Tift Myers Airport,31.4289814,-83.488545
TMB,Kendall Tamiami Executive,25.647889,-80.432777
TNC,Tin City LRRS Airport,65.563056,-167.921667
TNK,Tununak Airport,60.575556,-165.271667
TNT,Dade Collier Training And Transition,25.861806,-80.897
TNX,Tonopah Test Range,37.798836,-116.78075
TOA,Zamperini Field Airport,33.803392,-118.339611
TOC,Toccoa RG Letourneau Field Airport,34.5928117,-83.2963717
TOG,Togiak Airport,59.0528,-160.397
TOL,Toledo,41.586806,-83.807833
TOP,Philip Billard Muni,39.068657,-95.622482
TPA,Tampa Intl,27.975472,-82.53325
TPL,Draughon Miller Central Texas Rgnl,31.1525,-97.407778
TRI,Tri-Cities Regional Airport,36.4752222,-82.4074167
TRM,Jacqueline Cochran Regional Airport,33.626666,-116.1596667
TSS,East 34th Street Heliport,40.7425,-73.971944
TTD,Portland Troutdale,45.54937,-122.401253
TTN,Trenton Mercer,40.276692,-74.813469
TUL,Tulsa Intl,36.198389,-95.888111
TUP,Tupelo Regional Airport,34.2681,-88.7699
TUS,Tucson Intl,32.116083,-110.941028
TVC,Cherry Capital Airport,44.741445,-85.582235
TVF,Thief River Falls,48.065556,-96.185
TVI,Thomasville Regional Airport,30.9017921,-83.8811285
TVL,Lake Tahoe Airport,38.893889,-119.995278
TWA,Twin Hills Airport,59.074444,-160.275
TWD,Jefferson County Intl,48.0314,-122.4838
TWF,Magic Valley Regional Airport,42.481803,-114.487733
TXK,Texarkana Rgnl Webb Fld,33.453722,-93.991028
TYE,Tyonek Airport,61.076667,-151.138056
TYR,Tyler Pounds Rgnl,32.354139,-95.402386
TYS,Mc Ghee Tyson,35.810972,-83.994028
TZR,Bolton Field,39.901111,-83.136944
U76,Mountain Home Municipal Airport,43.1316111,-115.7305671
UCA,Union Station,43.104167,-75.223333
UDD,Bermuda Dunes Airport,33.7484375,-116.2748133
UDG,Darlington County Jetport,34.4493845,-79.8900608
UES,Waukesha County Airport,43.0410278,-88.2370556
UGN,Waukegan Rgnl,42.422161,-87.867908
UIN,Quincy Regional Baldwin Field,39.9427,-91.1946
UMP,Indianapolis Metropolitan Airport,39.935278,-86.045
UNK,Unalakleet Airport,63.888333,-160.798889
UPP,Upolu,20.265256,-155.859989
UST,St. Augustine Airport,29.959167,-81.339722
UT3,Hite Airport,37.8916547,-110.3840289
UTM,Tunica Municipal Airport,34.681,-90.3467
UTO,Indian Mountain Lrrs,65.992794,-153.704289
UUK,Ugnu-Kuparuk Airport,70.330833,-149.5975
UUU,Newport State,41.533056,-71.282222
UVA,Garner Field,29.215429,-99.748962
VAD,Moody Afb,30.967833,-83.193
VAK,Chevak Airport,61.5338,-165.584
VAY,South Jersey Regional Airport,39.9428889,-74.84575
VBG,Vandenberg Afb,34.737333,-120.584306
VCT,Victoria Regional Airport,28.8526,-96.9185
VCV,Southern California Logistics,34.597453,-117.382997
VDF,Tampa Executive Airport,28.0139772,-82.3452778
VDZ,Valdez Pioneer Fld,61.133949,-146.248342
VEE,Venetie Airport,67.008611,-146.366389
VEL,Vernal Regional Airport,40.440833,-109.51
VGT,North Las Vegas Airport,36.2106944,-115.1944444
VIS,Visalia Municipal Airport,36.318611,-119.392778
VLD,Valdosta Regional Airport,30.7825,-83.2767
VNW,Van Wert County Airport,40.8638295,-84.606358
VNY,Van Nuys,34.209811,-118.489972
VOK,Volk Fld,43.938956,-90.253433
VPC,Cartersville Airport,34.1231475,-84.8487067
VPS,Eglin Afb,30.48325,-86.5254
VRB,Vero Beach Muni,27.655556,-80.417944
VSF,Hartness State,43.343333,-72.517222
VYS,Illinois Valley Regional,41.351944,-89.153056
W04,Ocean Shores Municipal,46.5995,-124.0854
W13,Eagle's Nest Airport,38.076944,-78.944167
WAA,Wales Airport,65.6225,-168.095
WAL,Wallops Flight Facility,37.940194,-75.466389
WAS,All Airports,38.889444,-77.035278
WBB,Stebbins Airport,63.515833,-162.278056
WBQ,Beaver Airport,66.362222,-147.406667
WBU,Boulder Municipal,40.039444,-105.225833
WBW,Wilkes-Barre Wyoming Valley Airport,41.2973074,-75.8522405
WDR,Barrow County Airport,33.9828611,-83.6674167
WFB,Ketchikan harbor Seaplane Base,55.344444,-131.663333
WFK,Northern Aroostook Regional Airport,47.285556,-68.312778
WHD,Hyder Seaplane Base,55.903333,-130.006667
WHP,Whiteman Airport,34.2593253,-118.4134331
WIH,Wishram Amtrak Station,45.6576,-120.9664
WKK,Aleknagik Airport,59.2826,-158.618
WKL,Waikoloa Heliport,19.9136,-155.864
WLK,Selawik Airport,66.6,-159.985833
WMO,White Mountain Airport,64.689167,-163.412778
WRB,Robins Afb,32.640144,-83.59185
WRG,Wrangell Airport,56.4843,-132.37
WRI,Mc Guire Afb,40.015556,-74.591667
WRL,Worland Municipal Airport,43.9657,-107.951
WSD,Condron Aaf,32.341484,-106.40277
WSJ,San Juan - Uganik Seaplane Base,57.730278,-153.320556
WSN,South Naknek Airport,58.702222,-157.0025
WST,Westerly State Airport,41.349722,-71.803333
WSX,Westsound Seaplane Base,48.617778,-122.952778
WTK,Noatak Airport,67.5661,-162.975
WTL,Tuntutuliak Airport,60.335278,-162.666944
WWD,Cape May Co,39.008507,-74.908275
WWP,North Whale Seaplane Base,56.116389,-133.121667
WWT,Newtok Airport,60.939167,-164.641111
WYS,Yellowstone Airport,44.688333,-111.1175
X01,Everglades Airpark,25.8488611,-81.3902778
X04,Apopka,28.707222,-81.581667
X07,Lake Wales Municipal Airport,27.8938056,-81.6203889
X21,Arthur Dunn Airpark,28.622552,-80.83541
X26,Sebastian Municipal,27.81325,-80.4955833
X39,Tampa North Aero Park,28.221278,-82.374555
X49,South Lakeland Airport,27.9333581,-82.0439739
X59,Valkaria Municipal,27.9608611,-80.5583333
XFL,Flagler County Airport,29.2821,-81.1212
XNA,NW Arkansas Regional,36.2818694,-94.3068111
XZK,Amherst Amtrak Station AMM,42.375,-72.511389
Y51,Municipal Airport,43.5793603,-90.8964742
Y72,Bloyer Field,43.9762222,-90.4806111
YAK,Yakutat,59.3012,-139.3937
YIP,Willow Run,42.237928,-83.530408
YKM,Yakima Air Terminal McAllister Field,46.5682,-120.544
YKN,Chan Gurney,42.8711,-97.3969
YNG,Youngstown Warren Rgnl,41.260736,-80.679097
YUM,Yuma Mcas Yuma Intl,32.656578,-114.60598
Z84,Clear,64.301203,-149.120144
ZBP,Penn Station,39.307222,-76.615556
ZFV,Philadelphia 30th St Station,39.9557,-75.182
ZPH,Municipal Airport,28.228056,-82.155833
ZRA,Atlantic City Rail Terminal,39.3665,-74.442
ZRD,Train Station,37.5343,-77.42945
ZRP,Newark Penn Station,40.734722,-74.164167
ZRT,Hartford Union Station,41.76888,-72.6815
ZRZ,New Carrollton Rail Station,38.948,-76.8719
ZSF,Springfield Amtrak Station,42.106,-72.593054
ZSY,Scottsdale Airport,33.6228889,-111.9105278
ZTF,Stamford Amtrak Station,41.046937,-73.541493
ZTY,Boston Back Bay Station,42.3478,-71.075
ZUN,Black Rock,35.083228,-108.791778
ZVE,New Haven Rail Station,41.298669,-72.925992
ZWI,Wilmington Amtrak Station,39.736667,-75.551667
ZWU,Washington Union Station,38.89746,-77.00643
ZYP,Penn Station,40.7505,-73.9935
