date,MSFT.Open,MSFT.High,MSFT.Low,MSFT.Close,MSFT.Volume,MSFT.Adjusted,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,,
1/2/20,158.779999,160.729996,158.330002,160.619995,22622100,156.924377,74.059998,75.150002,73.797501,75.087502,135480400,73.785912,,
1/3/20,158.320007,159.949997,158.059998,158.619995,21116200,154.970383,74.287498,75.144997,74.125,74.357498,146322800,73.068558,,
1/6/20,157.080002,159.100006,156.509995,159.029999,20813700,155.370956,73.447502,74.989998,73.1875,74.949997,118387200,73.650787,,
1/7/20,159.320007,159.669998,157.320007,157.580002,21634100,153.954315,74.959999,75.224998,74.370003,74.597504,108872000,73.304413,,
1/8/20,158.929993,160.800003,157.949997,160.089996,27746500,156.406601,74.290001,76.110001,74.290001,75.797501,132079200,74.48362,,
1/9/20,161.839996,162.220001,161.029999,162.089996,21385000,158.36058,76.809998,77.607498,76.550003,77.407501,170108400,76.065697,,
1/10/20,162.820007,163.220001,161.179993,161.339996,20725900,157.627823,77.650002,78.167503,77.0625,77.582497,140644800,76.237656,,
1/13/20,161.759995,163.309998,161.259995,163.279999,21626500,159.523193,77.910004,79.267502,77.787498,79.239998,121532000,77.866432,,
1/14/20,163.389999,163.600006,161.720001,162.130005,23477400,158.399673,79.175003,79.392502,78.042503,78.169998,161954400,76.814964,,
1/15/20,162.619995,163.940002,162.570007,163.179993,21417900,159.425476,77.962502,78.875,77.387497,77.834999,121923600,76.485786,,
1/16/20,164.350006,166.240005,164.029999,166.169998,23865400,162.346695,78.397499,78.925003,78.022499,78.809998,108829200,77.443878,,
1/17/20,167.419998,167.470001,165.429993,167.100006,34371700,163.25528,79.067497,79.684998,78.75,79.682503,137816400,78.301262,,
1/21/20,166.679993,168.190002,166.429993,166.5,29517200,162.669083,79.297501,79.754997,79,79.142502,110843200,77.770622,,
1/22/20,167.399994,167.490005,165.679993,165.699997,24138800,161.887497,79.644997,79.997498,79.327499,79.425003,101832400,78.048225,,
1/23/20,166.190002,166.800003,165.270004,166.720001,19680800,162.884033,79.480003,79.889999,78.912498,79.807503,104472000,78.424103,,
1/24/20,167.509995,167.529999,164.449997,165.039993,24918100,161.242676,80.0625,80.832497,79.379997,79.577499,146537600,78.19809,,
1/27/20,161.149994,163.380005,160.199997,162.279999,32078100,158.546188,77.514999,77.942497,76.220001,77.237503,161940000,75.898643,,
1/28/20,163.779999,165.759995,163.070007,165.460007,24899900,161.653046,78.150002,79.599998,78.047501,79.422501,162234000,78.045784,,
1/29/20,167.839996,168.75,165.690002,168.039993,34754500,164.173676,81.112503,81.962502,80.345001,81.084999,216229200,79.679443,,
1/30/20,174.050003,174.050003,170.789993,172.779999,51597500,168.804596,80.135002,81.022499,79.6875,80.967499,126743200,79.563995,,
1/31/20,172.210007,172.399994,169.580002,170.229996,36142700,166.313263,80.232498,80.669998,77.072502,77.377502,199588400,76.036217,,
2/3/20,170.429993,174.5,170.399994,174.380005,30107000,170.367813,76.074997,78.372498,75.555,77.165001,173788400,75.827393,,
2/4/20,177.139999,180.639999,176.309998,180.119995,36433300,175.975693,78.827499,79.910004,78.407501,79.712502,136616400,78.330734,,
2/5/20,184.029999,184.199997,178.410004,179.899994,39186300,175.760757,80.879997,81.190002,79.737503,80.362503,118826800,78.969482,,
2/6/20,180.970001,183.820007,180.059998,183.630005,27751400,179.404968,80.642502,81.305,80.065002,81.302498,105425600,79.893181,,
2/7/20,182.850006,185.630005,182.479996,183.889999,33529100,179.658981,80.592499,80.849998,79.5,80.0075,117684000,78.807205,,
2/10/20,183.580002,188.839996,183.25,188.699997,35844300,184.358307,78.544998,80.387497,78.462502,80.387497,109348800,79.181511,,
2/11/20,190.649994,190.699997,183.5,184.440002,53159900,180.19632,80.900002,80.974998,79.677498,79.902496,94323200,78.703804,,
2/12/20,185.580002,185.850006,181.850006,184.710007,47062900,180.460114,80.3675,81.805,80.3675,81.800003,113730400,80.57283,,
2/13/20,183.080002,186.229996,182.869995,183.710007,35295800,179.483124,81.047501,81.555,80.837502,81.217499,94747600,79.999069,,
2/14/20,183.25,185.410004,182.649994,185.350006,23149500,181.085388,81.184998,81.495003,80.712502,81.237503,80113600,80.018768,,
2/18/20,185.610001,187.699997,185.5,187.229996,27792200,182.92215,78.839996,79.9375,78.652496,79.75,152531200,78.553581,,
2/19/20,188.059998,188.179993,186.470001,187.279999,29997500,183.470734,80,81.142502,80,80.904999,93984000,79.691254,,
2/20/20,186.949997,187.25,181.100006,184.419998,36862400,180.6689,80.657501,81.162498,79.552498,80.074997,100566000,78.873703,,
2/21/20,183.169998,183.5,177.25,178.589996,48572600,174.957489,79.654999,80.112503,77.625,78.262497,129554000,77.088402,,
2/24/20,167.770004,174.550003,163.229996,170.889999,68311100,167.414124,74.315002,76.044998,72.307503,74.544998,222195200,73.426651,,
2/25/20,174.199997,174.839996,167.649994,168.070007,68073300,164.651489,75.237503,75.6325,71.532501,72.019997,230673600,70.939529,,
2/26/20,169.710007,173.259995,168.210007,170.169998,56206100,166.708771,71.6325,74.470001,71.625,73.162498,198054800,72.064911,,
2/27/20,163.320007,167.029999,157.979996,158.179993,93174900,154.962646,70.275002,71.5,68.239998,68.379997,320605600,67.354156,,
2/28/20,152.410004,163.710007,152,162.009995,97012700,158.714752,64.315002,69.602501,64.092499,68.339996,426510000,67.314751,,
3/2/20,165.309998,172.919998,162.309998,172.789993,71030800,169.275482,70.57,75.360001,69.43,74.702499,341397200,73.581802,,
3/3/20,173.800003,175,162.259995,164.509995,71677000,161.163895,75.917503,76,71.449997,72.330002,319475600,71.244911,,
3/4/20,168.490005,170.699997,165.619995,170.550003,49814400,167.081024,74.110001,75.849998,73.282501,75.684998,219178400,74.549561,,
3/5/20,166.050003,170.869995,165.690002,166.270004,47817300,162.888092,73.879997,74.887497,72.852501,73.230003,187572800,72.131409,,
3/6/20,162.610001,163.110001,156,161.570007,72821100,158.283676,70.5,72.705002,70.307503,72.2575,226176800,71.173492,,
3/9/20,151,157.75,150,150.619995,70419300,147.556427,65.9375,69.522499,65.75,66.542503,286744800,65.544212,,
3/10/20,158.160004,161.029999,152.580002,160.919998,65354400,157.646896,69.285004,71.610001,67.342499,71.334999,285290000,70.264816,,
3/11/20,157.130005,157.699997,151.149994,153.630005,56371600,150.505188,69.347504,70.305,67.964996,68.857498,255598800,67.824486,,
3/12/20,145.300003,153.470001,138.580002,139.059998,93226400,136.231552,63.985001,67.5,62,62.057499,418474000,61.126499,,
3/13/20,147.5,161.910004,140.729996,158.830002,92727400,155.599426,66.222504,69.980003,63.237499,69.4925,370732000,68.449966,,
3/16/20,140,149.350006,135,135.419998,87905900,132.665588,60.487499,64.769997,60,60.552502,322423600,59.644089,,
3/17/20,140,147.5,135,146.570007,81059800,143.588791,61.877499,64.402496,59.599998,63.215,324056000,62.26664,,
3/18/20,138,146,135.020004,140.399994,81593200,137.544296,59.942501,62.5,59.279999,61.6675,300233600,60.742352,,
3/19/20,142.770004,150.149994,139,142.710007,85922700,139.807297,61.8475,63.209999,60.6525,61.195,271857200,60.276955,,
3/20/20,146,147.100006,135.860001,137.350006,84866200,134.55632,61.794998,62.9575,57,57.310001,401693200,56.450237,,
3/23/20,137.009995,140.570007,132.520004,135.979996,78975200,133.214188,57.02,57.125,53.1525,56.092499,336752800,55.250999,,
3/24/20,143.75,149.600006,141.270004,148.339996,82516700,145.322754,59.09,61.922501,58.575001,61.720001,287531200,60.794075,,
3/25/20,148.910004,154.330002,144.440002,146.919998,75638200,143.931641,62.6875,64.5625,61.075001,61.380001,303602000,60.459171,,
3/26/20,148.399994,156.660004,148.369995,156.110001,64568100,152.934738,61.630001,64.669998,61.59,64.610001,252087200,63.64072,,
3/27/20,151.75,154.889999,149.199997,149.699997,57042300,146.655106,63.1875,63.967499,61.762501,61.935001,204216800,61.00584,,
3/30/20,152.440002,160.600006,150.009995,160.229996,63420300,156.970947,62.685001,63.880001,62.349998,63.702499,167976400,62.746826,,
3/31/20,159.399994,164.779999,156.559998,157.710007,77927200,154.502197,63.900002,65.622498,63,63.572498,197002000,62.618786,,
4/1/20,153,157.75,150.820007,152.110001,57969900,149.016113,61.625,62.18,59.782501,60.227501,176218400,59.323963,,
4/2/20,151.860001,155.479996,150.360001,155.259995,49630700,152.102036,60.084999,61.287498,59.224998,61.232498,165934000,60.313877,,
4/3/20,155.100006,157.380005,152.190002,153.830002,41243300,150.701126,60.700001,61.424999,59.7425,60.352501,129880000,59.447086,,
4/6/20,160.320007,166.5,157.580002,165.270004,67111700,161.908432,62.724998,65.777496,62.345001,65.6175,201820400,64.633102,,
4/7/20,169.589996,170,163.259995,163.490005,62769000,160.164642,67.699997,67.925003,64.75,64.857498,202887200,63.884499,,
4/8/20,165.669998,166.669998,163.5,165.130005,48318200,161.771271,65.684998,66.842499,65.307503,66.517502,168895200,65.5196,,
4/9/20,166.360001,167.369995,163.330002,165.139999,51385100,161.781067,67.175003,67.517502,66.175003,66.997498,161834800,65.992393,,
4/13/20,164.350006,165.570007,162.300003,165.509995,41905300,162.143539,67.077499,68.425003,66.457497,68.3125,131022800,67.287666,,
4/14/20,169,173.75,168,173.699997,52874300,170.166962,70,72.0625,69.512497,71.762497,194994800,70.685905,,
4/15/20,171.199997,173.570007,169.240005,171.880005,40940800,168.383972,70.599998,71.582497,70.157501,71.107498,131154400,70.040733,,
4/16/20,174.300003,177.279999,172.899994,177.039993,50479600,173.439011,71.845001,72.050003,70.587502,71.672501,157125200,70.597252,,
4/17/20,179.5,180,175.869995,178.600006,52765600,174.967316,71.172501,71.737503,69.214996,70.699997,215250000,69.639351,,
4/20/20,176.630005,178.75,174.990005,175.059998,36669600,171.499298,69.487503,70.419998,69.212502,69.232498,130015200,68.193863,,
4/21/20,173.5,173.669998,166.110001,167.820007,56203700,164.406555,69.07,69.3125,66.357498,67.092499,180991600,66.085976,,
4/22/20,171.389999,174,170.820007,173.520004,34620200,169.990616,68.402496,69.474998,68.050003,69.025002,116862400,67.989471,,
4/23/20,174.110001,175.059998,170.910004,171.419998,32790800,167.933334,68.967499,70.4375,68.717499,68.7575,124814400,67.725998,,
4/24/20,172.059998,174.559998,170.710007,174.550003,34277600,170.999664,69.300003,70.752502,69.25,70.7425,126161200,69.681213,,
4/27/20,176.589996,176.899994,173.300003,174.050003,33194400,170.509842,70.449997,71.135002,69.987503,70.792503,117087600,69.730469,,
4/28/20,175.589996,175.669998,169.389999,169.809998,34392700,166.356079,71.269997,71.457497,69.550003,69.644997,112004800,68.600189,,
4/29/20,173.220001,177.679993,171.880005,177.429993,51286600,173.821091,71.182503,72.417503,70.972504,71.932503,137280800,70.853371,,
4/30/20,180,180.399994,176.229996,179.210007,53875900,175.564896,72.489998,73.6325,72.087502,73.449997,183064000,72.348083,,
5/1/20,175.800003,178.639999,174.009995,174.570007,39370500,171.019287,71.5625,74.75,71.462502,72.267502,240616800,71.183334,,
5/4/20,174.490005,179,173.800003,178.839996,30372900,175.202423,72.292503,73.422501,71.580002,73.290001,133568000,72.190491,,
5/5/20,180.619995,183.649994,179.899994,180.759995,36839200,177.083359,73.764999,75.25,73.614998,74.389999,147751200,73.273987,,
5/6/20,182.080002,184.199997,181.630005,182.539993,32139300,178.827164,75.114998,75.809998,74.717499,75.157501,142333600,74.029984,,
5/7/20,184.169998,184.550003,182.580002,183.600006,28316000,179.865585,75.805,76.292503,75.4925,75.934998,115215200,74.795815,,
5/8/20,184.979996,185,183.360001,184.679993,30877800,180.92363,76.410004,77.587502,76.072502,77.532501,133838400,76.576088,,
5/11/20,183.149994,187.509995,182.850006,186.740005,30892700,182.941742,77.025002,79.262497,76.809998,78.752502,145946400,77.781029,,
5/12/20,186.800003,187.039993,182.300003,182.509995,32038200,178.79776,79.457497,79.922501,77.727501,77.852501,162301200,76.892136,,
5/13/20,182.550003,184.050003,176.539993,179.75,44711500,176.093918,78.037498,78.987503,75.802498,76.912498,200622400,75.963722,,
5/14/20,177.539993,180.690002,175.679993,180.529999,41873900,176.858047,76.127502,77.447502,75.3825,77.385002,158929200,76.430412,,
5/15/20,179.059998,187.059998,177,183.160004,46610400,179.43454,75.087502,76.974998,75.052498,76.927498,166348400,75.978539,,
5/18/20,185.75,186.199997,183.960007,184.910004,35264500,181.148956,78.292503,79.125,77.580002,78.739998,135178400,77.768684,,
5/19/20,185.029999,186.600006,183.490005,183.630005,26799100,179.894974,78.7575,79.629997,78.252502,78.285004,101729600,77.319298,,
5/20/20,184.809998,185.850006,183.940002,185.660004,31261300,182.390274,79.169998,79.879997,79.129997,79.807503,111504800,78.823013,,
5/21/20,185.399994,186.669998,183.289993,183.429993,29119500,180.199509,79.665001,80.222504,78.967499,79.212502,102688800,78.235359,,
5/22/20,183.190002,184.460007,182.539993,183.509995,20826900,180.278122,78.942497,79.807503,78.837502,79.722504,81803200,78.739075,,
5/26/20,186.339996,186.5,181.100006,181.570007,36073600,178.372299,80.875,81.059998,79.125,79.182503,125522000,78.205727,,
5/27/20,180.199997,181.990005,176.600006,181.809998,39517100,178.608047,79.035004,79.677498,78.272499,79.527496,112945200,78.546471,,
5/28/20,180.740005,184.149994,180.380005,181.399994,33810200,178.205292,79.192497,80.860001,78.907501,79.5625,133560800,78.581039,,
5/29/20,182.729996,184.270004,180.410004,183.25,42130400,180.02272,79.8125,80.287498,79.1175,79.485001,153532400,78.504494,,
6/1/20,182.539993,183,181.460007,182.830002,22622400,179.610092,79.4375,80.587502,79.302498,80.462502,80791200,79.469933,,
6/2/20,184.25,185,181.350006,184.910004,30794600,181.653473,80.1875,80.860001,79.732498,80.834999,87642800,79.83783,,
6/3/20,184.820007,185.940002,183.580002,185.360001,27311000,182.095551,81.165001,81.550003,80.574997,81.279999,104491200,80.277351,,
6/4/20,184.300003,185.839996,182.300003,182.919998,28761800,179.698517,81.097504,81.404999,80.195,80.580002,87560400,79.585991,,
6/5/20,182.619995,187.729996,182.009995,187.199997,39893600,183.903137,80.837502,82.9375,80.807503,82.875,137250400,81.852676,,
6/8/20,185.940002,188.550003,184.440002,188.360001,33211600,185.042709,82.5625,83.400002,81.830002,83.364998,95654400,82.336639,,
6/9/20,188,190.699997,187.259995,189.800003,29783900,186.457352,83.035004,86.402496,83.002502,85.997498,147712400,84.936646,,
6/10/20,191.130005,198.520004,191.009995,196.839996,43872300,193.373367,86.974998,88.692497,86.522499,88.209999,166651600,87.121864,,
6/11/20,193.130005,195.759995,186.070007,186.270004,52854700,182.989532,87.327499,87.764999,83.870003,83.974998,201662400,82.939102,,
6/12/20,190.539993,191.720001,185.179993,187.740005,43373600,184.43364,86.18,86.949997,83.555,84.699997,200146000,83.655167,,
6/15/20,184.580002,190.820007,184.009995,188.940002,32770200,185.612488,83.3125,86.419998,83.144997,85.747498,138808800,84.689751,,
6/16/20,192.889999,195.580002,191.460007,193.570007,42556700,190.160965,87.864998,88.300003,86.18,88.019997,165428800,86.934212,,
6/17/20,195.029999,196.320007,193.690002,194.240005,25687800,190.819153,88.787498,88.849998,87.772499,87.897499,114406400,86.813217,,
6/18/20,194,196.490005,194,196.320007,23061600,192.862518,87.852501,88.362503,87.305,87.932503,96820400,86.847786,,
6/19/20,198.589996,199.289993,194.369995,195.149994,44441100,191.713135,88.660004,89.139999,86.287498,87.43,264476000,86.351486,,
6/22/20,195.789993,200.759995,195.229996,200.570007,32818900,197.037674,87.834999,89.864998,87.787498,89.717499,135445200,88.610764,,
6/23/20,202.089996,203.949997,201.429993,201.910004,30917400,198.35405,91,93.095001,90.567497,91.6325,212155600,90.502136,,
6/24/20,201.600006,203.25,196.559998,197.839996,36740600,194.355759,91.25,92.197502,89.629997,90.014999,192623200,88.904594,,
6/25/20,197.800003,200.610001,195.470001,200.339996,27803900,196.811722,90.175003,91.25,89.392502,91.209999,137522400,90.084854,,
6/26/20,199.729996,199.889999,194.880005,196.330002,54675800,192.87233,91.102501,91.330002,88.254997,88.407501,205256800,87.316925,,
6/29/20,195.779999,198.529999,193.550003,198.440002,26701600,194.94519,88.3125,90.542503,87.82,90.445,130646000,89.329308,,
6/30/20,197.880005,204.399994,197.740005,203.509995,34310300,199.925888,90.019997,91.495003,90,91.199997,140223200,90.074982,,
7/1/20,203.139999,206.350006,201.770004,204.699997,32061200,201.09494,91.279999,91.839996,90.977501,91.027496,110737200,89.904617,,
7/2/20,205.679993,208.020004,205,206.259995,29315800,202.627457,91.962502,92.6175,90.910004,91.027496,114041600,89.904617,,
7/6/20,208.830002,211.130005,208.089996,210.699997,31897600,206.989288,92.5,93.945,92.467499,93.462502,118655600,92.30957,,
7/7/20,210.449997,214.669998,207.990005,208.25,33600700,204.582397,93.852501,94.654999,93.057503,93.172501,112424400,92.023163,,
7/8/20,210.070007,213.259995,208.690002,212.830002,33600000,209.081772,94.18,95.375,94.089996,95.342499,117092000,94.166389,,
7/9/20,216.330002,216.380005,211.470001,214.320007,33121700,210.545502,96.262497,96.317497,94.672501,95.752502,125642800,94.571327,,
7/10/20,213.619995,214.080002,211.080002,213.669998,26177600,209.906967,95.334999,95.980003,94.705002,95.919998,90257200,94.736748,,
7/13/20,214.479996,215.800003,206.5,207.070007,38135600,203.423203,97.264999,99.955002,95.2575,95.477501,191649200,94.299721,,
7/14/20,206.130005,208.850006,202.029999,208.350006,37591800,204.680649,94.839996,97.254997,93.877502,97.057503,170989200,95.860229,,
7/15/20,209.559998,211.330002,205.029999,208.039993,32179400,204.376099,98.989998,99.247498,96.489998,97.724998,153198000,96.519493,,
7/16/20,205.399994,205.699997,202.309998,203.919998,29940700,200.328674,96.5625,97.404999,95.904999,96.522499,110577600,95.331825,,
7/17/20,204.470001,205.039993,201.389999,202.880005,31635300,199.306992,96.987503,97.147499,95.839996,96.327499,92186800,95.139229,,
7/20/20,205,212.300003,203.009995,211.600006,36884800,207.873413,96.417503,98.5,96.0625,98.357498,90318000,97.144188,,
7/21/20,213.660004,213.940002,208.029999,208.75,37990400,205.073608,99.172501,99.25,96.7425,97,103433200,95.803436,,
7/22/20,209.199997,212.300003,208.389999,211.75,49605700,208.020767,96.692497,97.974998,96.602501,97.272499,89001600,96.072578,,
7/23/20,207.190002,210.919998,202.149994,202.539993,67457000,198.972946,96.997498,97.077499,92.010002,92.845001,197004400,91.699684,,
7/24/20,200.419998,202.860001,197.509995,201.300003,39827000,197.754837,90.987503,92.970001,89.144997,92.614998,185438800,91.472527,,
7/27/20,201.470001,203.970001,200.860001,203.850006,30160900,200.259888,93.709999,94.904999,93.480003,94.809998,121214000,93.640442,,
7/28/20,203.610001,204.699997,201.740005,202.020004,23251400,198.462143,94.3675,94.550003,93.247498,93.252502,103625600,92.102173,,
7/29/20,202.5,204.649994,202.009995,204.059998,19632600,200.466202,93.75,95.230003,93.712502,95.040001,90329200,93.867599,,
7/30/20,201,204.460007,199.570007,203.899994,25079600,200.309036,94.1875,96.297501,93.767502,96.190002,158130000,95.003418,,
7/31/20,204.399994,205.100006,199.009995,205.009995,51044000,201.39946,102.885002,106.415001,100.824997,106.260002,374336800,104.949211,,
8/3/20,211.520004,217.639999,210.440002,216.539993,78983000,212.72641,108.199997,111.637497,107.892502,108.9375,308151200,107.593681,,
8/4/20,214.169998,214.770004,210.309998,213.289993,49280100,209.533646,109.1325,110.790001,108.387497,109.665001,173071600,108.312218,,
8/5/20,214.899994,215,211.570007,212.940002,28806400,209.189819,109.377502,110.392502,108.897499,110.0625,121776800,108.704803,,
8/6/20,212.339996,216.369995,211.550003,216.350006,32656800,212.53978,110.404999,114.412498,109.797501,113.902496,202428800,112.497437,,
8/7/20,214.850006,215.699997,210.929993,212.479996,27820400,208.737915,113.205002,113.675003,110.292503,111.112503,198045600,109.93972,,
8/10/20,211.669998,211.880005,206.350006,208.25,36716500,204.582397,112.599998,113.775002,110,112.727501,212403600,111.537651,,
8/11/20,207.160004,207.649994,203.139999,203.380005,36446500,199.798172,111.970001,112.482498,109.107498,109.375,187902400,108.220551,,
8/12/20,205.289993,210.279999,204.75,209.190002,28013100,205.50589,110.497498,113.275002,110.297501,113.010002,165598000,111.817177,,
8/13/20,209.440002,211.350006,208.149994,208.699997,22588900,205.02449,114.43,116.042503,113.927498,115.010002,210082000,113.796066,,
8/14/20,208.759995,209.589996,207.509995,208.899994,17958900,205.220963,114.830002,115,113.044998,114.907501,165565200,113.694672,,
8/17/20,209.600006,211.190002,208.919998,210.279999,20184800,206.57666,116.0625,116.087502,113.962502,114.607498,119561600,113.39782,,
8/18/20,210.529999,212.360001,209.210007,211.490005,21336200,207.765366,114.352501,116,114.0075,115.5625,105633600,114.342735,,
8/19/20,211.490005,212.100006,209.25,209.699997,27627600,206.504868,115.982498,117.162498,115.610001,115.707497,145538000,114.486206,,
8/20/20,209.539993,215,208.910004,214.580002,26981500,211.310501,115.75,118.392502,115.732498,118.275002,126907200,117.026611,,
8/21/20,213.860001,216.25,212.850006,213.020004,36249300,209.774277,119.262497,124.8675,119.25,124.370003,338054800,123.057274,,
8/24/20,214.789993,215.520004,212.429993,213.690002,25460100,210.434067,128.697495,128.785004,123.9375,125.857498,345937600,124.529068,,
8/25/20,213.100006,216.610001,213.100006,216.470001,23043700,213.171722,124.697502,125.18,123.052498,124.824997,211495600,123.507484,,
8/26/20,217.880005,222.089996,217.360001,221.149994,39600800,217.780411,126.18,126.9925,125.082497,126.522499,163022400,125.187057,,
8/27/20,222.889999,231.149994,219.399994,226.580002,57602200,223.127686,127.142502,127.485001,123.832497,125.010002,155552400,123.690536,,
8/28/20,228.179993,230.639999,226.580002,228.910004,26292900,225.422165,126.012497,126.442497,124.577499,124.807503,187630000,123.490158,,
8/31/20,227,228.699997,224.309998,225.529999,28774200,222.093658,127.580002,131,126,129.039993,225702700,127.677994,,
9/1/20,225.509995,227.449997,224.429993,227.270004,25725500,223.807175,132.759995,134.800003,130.529999,134.179993,151948100,132.763733,,
9/2/20,227.970001,232.860001,227.350006,231.649994,34080800,228.120422,137.589996,137.979996,127,131.399994,200119000,130.013062,,
9/3/20,229.270004,229.309998,214.960007,217.300003,58400300,213.98909,126.910004,128.839996,120.5,120.879997,257599600,119.604111,,
